adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,belongs_to_collection,budget,genres,homepage,imdb_id,origin_country,production_companies,production_countries,revenue,runtime,spoken_languages,status,tagline,is_marvel
False,/noPEm6Vu9Lm6QUdTGLOyRgk4M6s.jpg,"[28, 878, 35, 10751]",939243,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",17.13,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,2024-12-19,Sonic the Hedgehog 3,False,7.624,3146,Sonic the Hedgehog Collection,122000000,"['Action', 'Science Fiction', 'Comedy', 'Family']",https://www.sonicthehedgehogmovie.com,tt18259086,['US'],"['Paramount Pictures', 'Original Film', 'Marza Animation Planet', 'SEGA', 'Blur Studio', 'SEGA of America']","['United States of America', 'Japan']",492162604,110,"['English', 'French', 'Japanese', 'Spanish']",Released,New adventure. New rival.,false
False,/8btfz81bOJ2lC7cujYBTw03wzg3.jpg,"[16, 14, 12, 28]",980477,zh,哪吒之魔童闹海,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.",28.7072,/cb5NyNrqiCNNoDkA8FfxHAtypdG.jpg,2025-01-29,Ne Zha 2,False,8.11,594,Ne Zha Collection,80000000,"['Animation', 'Fantasy', 'Adventure', 'Action']",https://a24films.com/films/ne-zha-2,tt34956443,['CN'],"['Chengdu Coco Cartoon', 'Beijing Enlight Pictures', 'Beijing Enlight Media', 'Chengdu Zizai Jingjie Culture Media', 'Beijing Coloroom Technology']",['China'],2259822417,144,['Mandarin'],Released,Witness a hero reborn.,false
False,/7nfpkR9XsQ1lBNCXSSHxGV7Dkxe.jpg,"[16, 35, 12, 10751, 9648]",1084242,en,Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",168.5377,/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,2025-11-26,Zootopia 2,False,7.609,1837,Zootopia Collection,150000000,"['Animation', 'Comedy', 'Adventure', 'Family', 'Mystery']",https://movies.disney.com/zootopia-2,tt26443597,['US'],"['Walt Disney Animation Studios', 'Walt Disney Animation Studios']","['United States of America', 'Canada']",1848521131,108,['English'],Released,They're back with a twissst.,false
False,/sdZSjtGUTSN8B3al5o0f2WoQfQQ.jpg,"[878, 12, 14]",83533,en,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",115.5859,/bRBeSHfGHwkEpImlhxPmOcUsaeg.jpg,2025-12-17,Avatar: Fire and Ash,False,7.3,1815,Avatar Collection,350000000,"['Science Fiction', 'Adventure', 'Fantasy']",https://www.avatar.com/movies/avatar-fire-and-ash,tt1757678,['US'],"['20th Century Studios', 'Lightstorm Entertainment', 'TSG Entertainment']",['United States of America'],1473741400,198,['English'],Released,The world of Pandora will change forever.,false
False,/7Zx3wDG5bBtcfk8lcnCWDOLM4Y4.jpg,"[10751, 878, 35]",552524,en,Lilo & Stitch,The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,17.681,/ckQzKpQJO4ZQDCN5evdpKcfm7Ys.jpg,2025-05-17,Lilo & Stitch,False,7.209,2034,Lilo & Stitch (Live-Action) Collection,100000000,"['Family', 'Science Fiction', 'Comedy']",https://movies.disney.com/lilo-and-stitch-2025,tt11655566,['US'],"['Walt Disney Pictures', 'Rideback']",['United States of America'],1038027526,108,['English'],Released,Hold on to your coconuts.,false
False,,[],1624041,en,Untitled,A woman explores an empty mill.,0.0143,/l7g3S96vQqL3IS3PMisYvGCqSOX.jpg,2025-09-27,Untitled,False,5.0,1,,0,[],,,['CA'],['FANG Group'],[],1000000000,1,[],Released,,false
False,/2Nti3gYAX513wvhp8IiLL6ZDyOm.jpg,"[10751, 14, 35, 12]",950387,en,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",22.8482,/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg,2025-03-31,A Minecraft Movie,False,6.277,2800,The Minecraft Movie Collection,150000000,"['Family', 'Fantasy', 'Comedy', 'Adventure']",https://www.minecraft-movie.com,tt3566834,['US'],"['Warner Bros. Pictures', 'Legendary Pictures', 'Mojang Studios', 'Vertigo Entertainment', 'On the Roam', 'Domain Entertainment']","['Sweden', 'United States of America']",958287780,101,['English'],Released,Be there and be square.,false
False,/zNriRTr0kWwyaXPzdg1EIxf0BWk.jpg,"[878, 12, 28]",1234821,en,Jurassic World Rebirth,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",35.5748,/1RICxzeoNCAO5NpcRMIgg1XT6fm.jpg,2025-07-01,Jurassic World Rebirth,False,6.305,3019,Jurassic Park Collection,180000000,"['Science Fiction', 'Adventure', 'Action']",https://www.jurassicworld.com,tt31036941,['US'],"['Universal Pictures', 'Amblin Entertainment']",['United States of America'],869146189,134,"['English', 'French']",Released,A new era is born.,false
False,/lNYympQM5O6QSInusbyG9eJDIe4.jpg,"[16, 28, 14]",1311031,ja,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",84.8116,/fWVSwgjpT2D78VUh6X8UBd2rorW.jpg,2025-07-18,Demon Slayer: Kimetsu no Yaiba Infinity Castle,False,7.7,734,Demon Slayer: Kimetsu no Yaiba Collection,20000000,"['Animation', 'Action', 'Fantasy']",https://www.demonslayer-movie.com,tt32820897,['JP'],"['ufotable', 'Aniplex', 'Shueisha']",['Japan'],724279886,156,['Japanese'],Released,It's time to have some fun.,false
False,/79PNOxNXSe5e0bhEj11QJPlsdCN.jpg,"[14, 10751, 28, 12]",1087192,en,How to Train Your Dragon,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",25.7905,/53dsJ3oEnBhTBVMigWJ9tkA5bzJ.jpg,2025-06-06,How to Train Your Dragon,False,7.934,2621,How to Train Your Dragon (Live-Action) Collection,150000000,"['Fantasy', 'Family', 'Action', 'Adventure']",https://www.welcometoberk.com,tt26743210,['US'],"['DreamWorks Animation', 'Marc Platt Productions']",['United States of America'],636351148,125,['English'],Released,The legend is real.,false
False,/1KFv63mmcBGVbFl3jxxozoSFlhA.jpg,"[28, 18]",911430,en,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,33.1588,/vqBmyAj0Xm9LnS1xe1MSlMAJyHq.jpg,2025-06-25,F1,False,7.768,3407,F1 Collection,250000000,"['Action', 'Drama']",https://www.f1themovie.com,tt16311594,['US'],"['Plan B Entertainment', 'Jerry Bruckheimer Films', 'Dawn Apollo Films', 'Apple Studios', 'Monolith Pictures']",['United States of America'],631627111,156,"['Danish', 'English', 'German', 'Spanish']",Released,Let's ride.,false
