adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,belongs_to_collection,budget,genres,homepage,imdb_id,origin_country,production_companies,production_countries,revenue,runtime,spoken_languages,status,tagline,is_marvel
False,/dqK9Hag1054tghRQSqLSfrkvQnA.jpg,"[28, 80, 53]",155,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",26.7425,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,2008-07-16,The Dark Knight,False,8.526,35224,The Dark Knight Collection,185000000,"['Action', 'Crime', 'Thriller']",https://www.warnerbros.com/movies/dark-knight/,tt0468569,['US'],"['Warner Bros. Pictures', 'Legendary Pictures', 'Syncopy', 'DC']","['United Kingdom', 'United States of America']",1004558444,152,"['English', 'Mandarin']",Released,Welcome to a world without rules.,false
False,/p96949hcwUG2BwE6MgKmw0uYNCx.jpg,"[12, 28]",217,en,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",6.3908,/56As6XEM1flWvprX4LgkPl8ii4K.jpg,2008-05-21,Indiana Jones and the Kingdom of the Crystal Skull,False,6.018,8879,Indiana Jones Collection,185000000,"['Adventure', 'Action']",http://www.indianajones.com/site/index.html,tt0367882,['US'],"['Paramount Pictures', 'Lucasfilm Ltd.']",['United States of America'],786636033,122,"['English', 'German', 'Russian']",Released,The adventure continues...,false
False,/qdthf9WrRDSaIkGVQGhhJ9pz1hn.jpg,"[16, 10751, 35, 28]",9502,en,Kung Fu Panda,"Chosen by prophecy but doubted by all, Po is an unlikely Dragon Warrior—a clumsy panda thrust into the world of kung fu as a deadly enemy threatens the Valley of Peace. Guided by Master Shifu and the Furious Five, Po must embrace who he is to unlock the power that no scroll can teach.",13.7983,/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,2008-06-04,Kung Fu Panda,False,7.315,12409,Kung Fu Panda Collection,130000000,"['Animation', 'Family', 'Comedy', 'Action']",http://www.kungfupanda.com/,tt0441773,['US'],['DreamWorks Animation'],['United States of America'],632091832,90,['English'],Released,Prepare for awesomeness.,false
False,/xh0ZRdnL4pSqfW73HBf97xiNEFP.jpg,"[14, 28]",8960,en,Hancock,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",6.0013,/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg,2008-07-01,Hancock,False,6.351,10096,,150000000,"['Fantasy', 'Action']",http://www.sonypictures.com/movies/hancock/,tt0448157,['US'],"['Columbia Pictures', 'Relativity Media', 'Blue Light', 'Weed Road Pictures', 'Overbrook Entertainment']",['United States of America'],629400000,92,"['English', 'French', 'Japanese', 'Vietnamese']",Released,There are heroes. There are superheroes. And then there's Hancock.,false
False,/8IGO8rF5asa7tnO0aEtx3e5R4Z5.jpg,"[35, 10749]",11631,en,Mamma Mia!,A spirited young bride-to-be living with her single mother on a small Greek island secretly invites three of her mother's ex-boyfriends in hope of finding her biological father to walk her down the aisle.,8.1383,/zdUA4FNHbXPadzVOJiU0Rgn6cHR.jpg,2008-07-03,Mamma Mia!,False,6.976,6906,Mamma Mia! Collection,52000000,"['Comedy', 'Romance']",http://www.mammamiamovie.com,tt0795421,"['US', 'GB']","['Littlestar', 'Playtone', 'Internationale Filmproduktion Richter']","['Germany', 'United Kingdom', 'United States of America']",609841637,108,"['English', 'Greek']",Released,A mother. A daughter. Three possible fathers. A trip down the aisle you'll never forget.,false
False,/r2M9ElkHxEJP7riCFbT5N0uXZTc.jpg,"[12, 16, 35, 10751]",10527,en,Madagascar: Escape 2 Africa,"Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",8.48,/agRbLOHgN46TQO4YdKR462iR7To.jpg,2008-10-30,Madagascar: Escape 2 Africa,False,6.5,7314,Madagascar Collection,150000000,"['Adventure', 'Animation', 'Comedy', 'Family']",http://www.madagascar-themovie.com,tt0479952,['US'],"['DreamWorks Animation', 'Pacific Data Images']",['United States of America'],603900354,89,"['English', 'Inupiaq', 'Italian']",Released,"Still together, still lost.",false
False,/3CqMIX3ZlrD0pU3fpBL6DM0Cneb.jpg,"[12, 28, 53, 80]",10764,en,Quantum of Solace,"Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",5.7614,/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,2008-10-29,Quantum of Solace,False,6.334,8377,James Bond Collection,200000000,"['Adventure', 'Action', 'Thriller', 'Crime']",https://mgm.com/movies/quantum-of-solace,tt0830515,['GB'],"['EON Productions', 'Metro-Goldwyn-Mayer', 'Columbia Pictures', 'B22']","['United Kingdom', 'United States of America']",589593688,106,"['English', 'Spanish', 'Italian', 'French', 'German']",Released,,false
False,/cKvDv2LpwVEqbdXWoQl4XgGN6le.jpg,"[28, 878, 12]",1726,en,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",18.753,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,2008-04-30,Iron Man,False,7.655,27777,Iron Man Collection,140000000,"['Action', 'Science Fiction', 'Adventure']",https://www.marvel.com/movies/iron-man,tt0371746,['US'],"['Marvel Studios', 'Marvel Entertainment', 'Fairview Entertainment']",['United States of America'],585174222,126,"['English', 'Persian', 'Urdu', 'Arabic']",Released,Heroes aren't born. They're built.,true
False,/fK5ssgvtI43z19FoWigdlqgpLRE.jpg,"[16, 10751, 878]",10681,en,WALL·E,"After hundreds of years doing what he was built for, WALL•E— a robot designed to clean up the earth—discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",15.1365,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008-06-22,WALL·E,False,8.107,19947,,180000000,"['Animation', 'Family', 'Science Fiction']",https://www.pixar.com/feature-films/walle/,tt0910970,['US'],['Pixar'],['United States of America'],521311860,98,['English'],Released,"After 700 years of doing what he was built for, he'll discover what he was meant for.",false
False,/9pBv1BOSloAUgAkF0meJWdnbV4Q.jpg,"[12, 10751, 14]",2454,en,The Chronicles of Narnia: Prince Caspian,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",5.8465,/qxz3WIyjZiSKUhaTIEJ3c1GcC9z.jpg,2008-05-15,The Chronicles of Narnia: Prince Caspian,False,6.629,6676,The Chronicles of Narnia Collection,225000000,"['Adventure', 'Family', 'Fantasy']",,tt0499448,['US'],"['Walt Disney Pictures', 'Walden Media', 'Silverbell Films', 'Mark Johnson Productions', 'C.S. Lewis Company']",['United States of America'],419665568,150,['English'],Released,Everything you know is about to change forever.,false
False,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,"[28, 12, 14, 878]",19995,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",31.5771,/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,2009-12-16,Avatar,False,7.6,33504,Avatar Collection,237000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",https://www.avatar.com/movies/avatar,tt0499549,['US'],"['Dune Entertainment', 'Lightstorm Entertainment', '20th Century Fox', 'Ingenious Film Partners']","['United States of America', 'United Kingdom']",2923706026,162,"['English', 'Spanish']",Released,Enter the world of Pandora.,false
False,/ze6Mx4QE5mQVXRYmG2flncqqle4.jpg,"[12, 14]",767,en,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",14.5314,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,2009-07-15,Harry Potter and the Half-Blood Prince,False,7.682,20516,Harry Potter Collection,250000000,"['Adventure', 'Fantasy']",https://www.warnerbros.com/movies/harry-potter-and-half-blood-prince,tt0417741,['GB'],"['Warner Bros. Pictures', 'Heyday Films']","['United Kingdom', 'United States of America']",933959197,153,['English'],Released,Dark secrets revealed.,false
False,/o0zPARvs47f0UhAJuUqdQsyQaji.jpg,"[16, 35, 10751, 12]",8355,en,Ice Age: Dawn of the Dinosaurs,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",7.379,/cXOLaxcNjNAYmEx1trZxOTKhK3Q.jpg,2009-06-26,Ice Age: Dawn of the Dinosaurs,False,6.761,8748,Ice Age Collection,90000000,"['Animation', 'Comedy', 'Family', 'Adventure']",http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,tt1080016,['US'],"['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",['United States of America'],886686817,94,['English'],Released,What killed the dinosaurs?,false
False,/bH1bhjn37uA1zOPvyHbzJSvza7v.jpg,"[878, 28, 12]",8373,en,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",2.9923,/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,2009-06-19,Transformers: Revenge of the Fallen,False,6.211,9019,Transformers Collection,200000000,"['Science Fiction', 'Action', 'Adventure']",https://www.paramountmovies.com/movies/transformers-revenge-of-the-fallen,tt1055369,['US'],"['DreamWorks Pictures', 'Paramount Pictures', 'di Bonaventura Pictures', 'DeSanto/Murphy Productions', 'Ian Bryce Productions']",['United States of America'],836303693,150,"['Spanish', 'English']",Released,Revenge is coming.,false
False,/jCvkDqWWBrgxf9R3DrtJ6GpqXse.jpg,"[28, 12, 878]",14161,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",13.0342,/c2PkTPT5D9zB8SIm5wNlDAANEqM.jpg,2009-10-10,2012,False,5.868,12553,,200000000,"['Action', 'Adventure', 'Science Fiction']",http://www.sonypictures.com/movies/2012,tt1190080,['US'],"['Columbia Pictures', 'Centropolis Entertainment', 'Farewell Productions', 'The Mark Gordon Company']",['United States of America'],791217826,158,"['Russian', 'Hindi', 'German', 'Italian', 'Latin', 'French', 'Mandarin', 'English', 'Portuguese', 'Tibetan', 'Spanish']",Released,We Were Warned.,false
False,/hGGC9gKo7CFE3fW07RA587e5kol.jpg,"[16, 35, 10751, 12]",14160,en,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",14.6957,/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg,2009-05-28,Up,False,7.959,21356,,175000000,"['Animation', 'Comedy', 'Family', 'Adventure']",http://disney.go.com/disneypictures/up/,tt1049413,['US'],['Pixar'],['United States of America'],735103954,96,['English'],Released,Change is in the air.,false
False,/dF2c20sRDgySZLaLS2OUerL07sz.jpg,"[12, 14, 18, 10749]",18239,en,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",8.6079,/k2qTooPlHffgNABNWxeJdGMglPK.jpg,2009-11-18,The Twilight Saga: New Moon,False,5.992,9642,The Twilight Collection,50000000,"['Adventure', 'Fantasy', 'Drama', 'Romance']",,tt1259571,['US'],"['Summit Entertainment', 'Temple Hill Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment']",['United States of America'],709827462,131,"['English', 'Italian']",Released,Forbidden to remember. Terrified to forget.,false
False,/85g84VtSf9tu1A9JqqruXEHspb7.jpg,"[28, 12, 80, 9648]",10528,en,Sherlock Holmes,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,5.5044,/momkKuWburNTqKBF6ez7rvhYVhE.jpg,2009-12-23,Sherlock Holmes,False,7.216,14593,Sherlock Holmes Collection,90000000,"['Action', 'Adventure', 'Crime', 'Mystery']",https://www.warnerbros.com/movies/sherlock-holmes/,tt0988045,"['GB', 'US']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Silver Pictures', 'Wigram Productions']","['United States of America', 'Germany', 'United Kingdom']",524028679,129,"['English', 'French']",Released,Nothing escapes him.,false
False,/olz8Xw3yOLpBAHKgPoSRwmomdM.jpg,"[53, 9648]",13448,en,Angels & Demons,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati – a secret, underground organization – after four cardinals are kidnapped on the night of the papal conclave.",6.6591,/tFZQAuulEOtFTp0gHbVdEXwGrYe.jpg,2009-04-20,Angels & Demons,False,6.716,7203,Robert Langdon Collection,150000000,"['Thriller', 'Mystery']",https://www.sonypictures.com/movies/angelsdemons,tt0808151,"['IT', 'US']","['Columbia Pictures', 'Imagine Entertainment', 'Skylark Productions', 'Panorama Films', 'Brian Grazer Productions']","['Italy', 'United States of America']",485930816,139,"['English', 'Italian', 'Latin', 'French', 'German', 'Mandarin']",Released,The holiest event of our time. Perfect for their return.,false
False,/iuRVt8tFiXDPGgzavhuSa3QHRxD.jpg,[35],18785,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",13.5782,/A0uS9rHR56FeBtpjVki16M5xxSW.jpg,2009-06-02,The Hangover,False,7.329,17840,The Hangover Collection,35000000,['Comedy'],https://www.warnerbros.com/movies/hangover,tt1119646,['US'],"['Legendary Pictures', 'Green Hat Films', 'Warner Bros. Pictures']",['United States of America'],469310836,100,['English'],Released,Some guys just can't handle Vegas.,false
False,/9w40MpsvyxMdtnwu1R4tPVW8Gmb.jpg,"[16, 10751, 35]",10193,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",14.7591,/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,2010-06-16,Toy Story 3,False,7.804,15488,Toy Story Collection,200000000,"['Animation', 'Family', 'Comedy']",http://disney.go.com/toystory/,tt0435761,['US'],['Pixar'],['United States of America'],1067316101,102,"['English', 'Spanish']",Released,No toy gets left behind.,false
False,/ocOWbTzHcJVTw9Tz173KPeskDOP.jpg,"[10751, 14, 12]",12155,en,Alice in Wonderland,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",10.2219,/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,2010-03-03,Alice in Wonderland,False,6.637,14629,Alice in Wonderland Collection,200000000,"['Family', 'Fantasy', 'Adventure']",https://movies.disney.com/alice-in-wonderland-2010,tt1014759,['US'],"['Walt Disney Pictures', 'Roth Films', 'Team Todd', 'Tim Burton Productions', 'The Zanuck Company']",['United States of America'],1025467110,108,['English'],Released,You're invited to a very important date.,false
False,/AqLcLsGGTzAjm3pCCq0CZCQrp6m.jpg,"[12, 14]",12444,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",13.8122,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,2010-11-17,Harry Potter and the Deathly Hallows: Part 1,False,7.736,20122,Harry Potter Collection,250000000,"['Adventure', 'Fantasy']",https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-1,tt0926084,['GB'],"['Warner Bros. Pictures', 'Heyday Films']","['United Kingdom', 'United States of America']",954305868,146,['English'],Released,Nowhere is safe.,false
False,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,"[28, 878, 12]",27205,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",27.2486,/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,2010-07-15,Inception,False,8.37,38739,,160000000,"['Action', 'Science Fiction', 'Adventure']",https://www.warnerbros.com/movies/inception,tt1375666,"['US', 'GB']","['Legendary Pictures', 'Syncopy', 'Warner Bros. Pictures']","['United Kingdom', 'United States of America']",839030630,148,"['English', 'French', 'Japanese', 'Swahili']",Released,Your mind is the scene of the crime.,false
False,/uzzTystB8lL0mRDII5Sfs5HxgkI.jpg,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,"A midlife-crisis burdened Shrek, longing for the days when he felt like a real ogre, makes a pact with magic deal-maker Rumpelstiltskin. But when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",9.3571,/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg,2010-05-20,Shrek Forever After,False,6.394,7823,Shrek Collection,165000000,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",http://www.shrekforeverafter.com/,tt0892791,['US'],['DreamWorks Animation'],['United States of America'],752600867,93,['English'],Released,It ain't ogre...til it's ogre.,false
False,/oguoQWtQJcqIkmmUNbe3CmLx6AP.jpg,"[12, 14, 18, 10749]",24021,en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",6.6662,/dK4Gi1UdMiHzHc7r7CZQG4IQ9Sr.jpg,2010-06-23,The Twilight Saga: Eclipse,False,6.198,9153,The Twilight Collection,68000000,"['Adventure', 'Fantasy', 'Drama', 'Romance']",http://eclipsethemovie.com,tt1325004,['US'],"['Summit Entertainment', 'Temple Hill Entertainment', 'Imprint Entertainment', 'Maverick Films', 'Sunswept Entertainment']",['United States of America'],698491347,124,['English'],Released,It all begins... with a choice.,false
False,/7lmBufEG7P7Y1HClYK3gCxYrkgS.jpg,"[12, 28, 878]",10138,en,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",16.4423,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,2010-04-28,Iron Man 2,False,6.85,22091,Iron Man Collection,200000000,"['Adventure', 'Action', 'Science Fiction']",https://www.marvel.com/movies/iron-man-2,tt1228705,['US'],"['Marvel Studios', 'Fairview Entertainment', 'Marvel Entertainment']",['United States of America'],623933331,124,"['English', 'Russian', 'French']",Released,"It's not the armor that makes the hero, but the man inside.",true
False,/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg,"[16, 10751, 12]",38757,en,Tangled,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",15.2165,/ym7Kst6a4uodryxqbGOxmewF235.jpg,2010-11-24,Tangled,False,7.609,12204,Tangled Collection,260000000,"['Animation', 'Family', 'Adventure']",http://disney.go.com/disneypictures/tangled/,tt0398286,['US'],"['Walt Disney Animation Studios', 'Walt Disney Pictures']",['United States of America'],592461732,100,['English'],Released,They're taking adventure to new lengths.,false
False,/2XSeKDmIa2KxaiJy4J9e8FrIZhk.jpg,"[10751, 35, 16, 878, 28]",20352,en,Despicable Me,"Gru is a supervillain determined to prove he’s the greatest by stealing the Moon. To pull off his plan, he adopts three orphaned girls—Margo, Edith, and Agnes—intending to use them as part of his scheme. However, as Gru bonds with the girls, his cold, villainous exterior begins to melt.",11.0116,/b1BT309QWjtFUlJPLmXmrcHOWEL.jpg,2010-07-08,Despicable Me,False,7.256,15854,Despicable Me Collection,69000000,"['Family', 'Comedy', 'Animation', 'Science Fiction', 'Action']",http://www.despicable.me/,tt1323594,['US'],"['Illumination', 'Universal Pictures']",['United States of America'],543284256,95,['English'],Released,Superbad. Superdad.,false
False,/59vDC1BuEQvti24OMr0ZvtAK6R1.jpg,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",11.2953,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,2010-03-18,How to Train Your Dragon,False,7.855,14119,How to Train Your Dragon Collection,165000000,"['Fantasy', 'Adventure', 'Animation', 'Family']",http://www.howtotrainyourdragon.com/,tt0892769,['US'],['DreamWorks Animation'],['United States of America'],495141736,98,['English'],Released,What started as fire and fury will become friendship.,false
False,/cbcpDn6XJaIGoOil1bKuskU8ds4.jpg,"[12, 14]",12445,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",14.541,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,2011-07-12,Harry Potter and the Deathly Hallows: Part 2,False,8.081,21703,Harry Potter Collection,125000000,"['Adventure', 'Fantasy']",https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-2,tt1201607,['GB'],"['Warner Bros. Pictures', 'Heyday Films']","['United Kingdom', 'United States of America']",1341511219,130,['English'],Released,It all ends.,false
False,/h3js4rulxzKMOokM2oO5Kr0mBZU.jpg,"[28, 878, 12]",38356,en,Transformers: Dark of the Moon,"The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.",2.3734,/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg,2011-06-28,Transformers: Dark of the Moon,False,6.223,8802,Transformers Collection,195000000,"['Action', 'Science Fiction', 'Adventure']",https://www.paramountmovies.com/movies/transformers-dark-of-the-moon,tt1399103,['US'],"['Paramount Pictures', 'di Bonaventura Pictures', 'DeSanto/Murphy Productions', 'Ian Bryce Productions']",['United States of America'],1123794079,154,['English'],Released,Be Afraid of the Dark,false
False,/uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg,"[12, 28, 14]",1865,en,Pirates of the Caribbean: On Stranger Tides,"When Jack crosses paths with a woman from his past, he's not sure if it's love...or if she's a ruthless con artist using him to find the fabled Fountain of Youth.",14.4144,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,2011-05-15,Pirates of the Caribbean: On Stranger Tides,False,6.565,14768,Pirates of the Caribbean Collection,379000000,"['Adventure', 'Action', 'Fantasy']",https://movies.disney.com/pirates-of-the-caribbean-on-stranger-tides,tt1298650,"['GB', 'US']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Moving Picture Company']","['United Kingdom', 'United States of America']",1046721266,136,"['English', 'Spanish']",Released,Live forever or die trying.,false
False,/hBwDYiOPwXHuwiYGP82ekFNSeBr.jpg,"[12, 14, 10749]",50619,en,The Twilight Saga: Breaking Dawn - Part 1,Bella Swan and Edward Cullen's honeymoon phase is abruptly disrupted by betrayals and unforeseen tragedies that endanger their world.,8.6671,/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg,2011-11-16,The Twilight Saga: Breaking Dawn - Part 1,False,6.193,9170,The Twilight Collection,110000000,"['Adventure', 'Fantasy', 'Romance']",http://www.breakingdawn-themovie.com/,tt1324999,['US'],"['Summit Entertainment', 'Sunswept Entertainment', 'TSBD Canada Productions', 'TSBD Louisiana', 'TSBD Productions', 'Temple Hill Entertainment', 'Total Entertainment']",['United States of America'],712171856,117,"['English', 'Portuguese']",Released,Forever is just the beginning.,false
False,/ih4lZkUpmSE7AP3maymiO72xJ1z.jpg,"[28, 53, 12]",56292,en,Mission: Impossible - Ghost Protocol,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",7.4299,/eRZTGx7GsiKqPch96k27LK005ZL.jpg,2011-12-07,Mission: Impossible - Ghost Protocol,False,7.109,10607,Mission: Impossible Collection,145000000,"['Action', 'Thriller', 'Adventure']",,tt1229238,['US'],"['Paramount Pictures', 'Bad Robot', 'TC Productions', 'Skydance Media']",['United States of America'],694713380,133,"['English', 'Russian', 'French', 'Arabic', 'Swedish']",Released,No plan. No backup. No choice.,false
False,/7BdxZXbSkUiVeCRXKD3hi9KYeWm.jpg,"[16, 10751, 35]",49444,en,Kung Fu Panda 2,"Po is finally living the dream as the Dragon Warrior—until a dark secret from his past comes roaring back. When the ruthless peacock lord Shen unleashes a terrifying new weapon to wipe out kung fu itself, Po and the Furious Five race across China to put an end to his plans. But if Po is to have any hope of stopping him, he must first unravel the mystery of where he came from and come to terms with his trauma.",7.9669,/mtqqD00vB4PGRt20gWtGqFhrkd0.jpg,2011-05-25,Kung Fu Panda 2,False,7.059,7733,Kung Fu Panda Collection,150000000,"['Animation', 'Family', 'Comedy']",http://www.kungfupanda.com/,tt1302011,['US'],['DreamWorks Animation'],['United States of America'],665692281,91,['English'],Released,The future of Kung Fu hangs in balance.,false
